variable,value,node_type_info
M_node52node404_timber_t2,1.0,node52transit_node404source
M_node52node404_timber_t3,1.0,node52transit_node404source
M_node52node404_wide_t5,1.0,node52transit_node404source
M_node52node405_timber_t3,1.0,node52transit_node405source
M_node52node405_timber_t4,1.0,node52transit_node405source
M_node55node388_timber_t5,1.0,node55transit_node388source
M_node56node400_timber_t2,1.0,node56transit_node400source
M_node56node400_timber_t3,1.0,node56transit_node400source
M_node56node400_wide_t5,1.0,node56transit_node400source
M_node57node413_timber_t2,1.0,node57transit_node413source
M_node57node413_timber_t3,1.0,node57transit_node413source
M_node57node413_wide_t5,1.0,node57transit_node413source
M_node57node419_timber_t2,1.0,node57transit_node419source
M_node57node419_timber_t3,1.0,node57transit_node419source
M_node57node419_wide_t5,1.0,node57transit_node419source
M_node59node384_timber_t2,1.0,node59transit_node384source
M_node59node384_timber_t3,1.0,node59transit_node384source
M_node59node384_timber_t4,1.0,node59transit_node384source
M_node64node406_timber_t2,1.0,node64transit_node406source
M_node64node406_timber_t3,1.0,node64transit_node406source
M_node64node406_wide_t5,1.0,node64transit_node406source
M_node64node419_timber_t2,1.0,node64transit_node419source
M_node64node419_wide_t4,1.0,node64transit_node419source
M_node64node419_wide_t5,1.0,node64transit_node419source
M_node65node378_timber_t2,1.0,node65transit_node378source
M_node65node378_timber_t3,1.0,node65transit_node378source
M_node65node378_wide_t5,1.0,node65transit_node378source
M_node68node368_timber_t2,1.0,node68exit_node368source
M_node68node368_timber_t3,1.0,node68exit_node368source
M_node68node368_timber_t4,1.0,node68exit_node368source
M_node68node368_timber_t5,1.0,node68exit_node368source
M_node68node370_timber_t2,1.0,node68exit_node370source
M_node68node370_timber_t3,1.0,node68exit_node370source
M_node68node370_wide_t5,1.0,node68exit_node370source
M_node69node387_timber_t2,1.0,node69transit_node387source
M_node69node387_timber_t3,1.0,node69transit_node387source
M_node69node387_timber_t4,1.0,node69transit_node387source
M_node71node366_timber_t2,1.0,node71transit_node366source
M_node71node366_timber_t3,1.0,node71transit_node366source
M_node71node366_timber_t4,1.0,node71transit_node366source
M_node71node366_timber_t5,1.0,node71transit_node366source
M_node73node378_timber_t2,1.0,node73transit_node378source
M_node73node378_timber_t3,1.0,node73transit_node378source
M_node73node378_wide_t5,1.0,node73transit_node378source
M_node73node381_timber_t2,1.0,node73transit_node381source
M_node73node381_timber_t3,1.0,node73transit_node381source
M_node73node381_wide_t5,1.0,node73transit_node381source
M_node73node382_timber_t2,1.0,node73transit_node382source
M_node73node382_timber_t3,1.0,node73transit_node382source
M_node73node382_timber_t4,1.0,node73transit_node382source
M_node73node382_timber_t5,1.0,node73transit_node382source
M_node75node378_timber_t2,1.0,node75transit_node378source
M_node75node378_timber_t3,1.0,node75transit_node378source
M_node75node378_wide_t5,1.0,node75transit_node378source
M_node75node387_timber_t2,1.0,node75transit_node387source
M_node75node387_wide_t4,1.0,node75transit_node387source
M_node75node387_wide_t5,1.0,node75transit_node387source
M_node76node397_timber_t2,1.0,node76transit_node397source
M_node76node397_wide_t4,1.0,node76transit_node397source
M_node76node397_wide_t5,1.0,node76transit_node397source
M_node78node378_timber_t2,1.0,node78transit_node378source
M_node78node378_wide_t4,1.0,node78transit_node378source
M_node78node378_wide_t5,1.0,node78transit_node378source
M_node78node380_timber_t2,1.0,node78transit_node380source
M_node78node380_timber_t3,1.0,node78transit_node380source
M_node78node380_timber_t4,1.0,node78transit_node380source
M_node80node195_timber_t4,1.0,node80transit_node195exit
M_node80node195_timber_t5,1.0,node80transit_node195exit
M_node80node435_timber_t2,1.0,node80transit_node435source
M_node80node435_timber_t3,1.0,node80transit_node435source
M_node80node435_timber_t4,1.0,node80transit_node435source
M_node80node435_timber_t5,1.0,node80transit_node435source
M_node81node419_timber_t2,1.0,node81transit_node419source
M_node81node419_wide_t4,1.0,node81transit_node419source
M_node81node419_wide_t5,1.0,node81transit_node419source
M_node82node198_timber_t2,1.0,node82transit_node198transit
M_node82node198_timber_t3,1.0,node82transit_node198transit
M_node82node198_timber_t4,1.0,node82transit_node198transit
M_node82node198_timber_t5,1.0,node82transit_node198transit
M_node82node297_timber_t2,1.0,node82transit_node297exit
M_node82node297_timber_t3,1.0,node82transit_node297exit
M_node82node297_timber_t4,1.0,node82transit_node297exit
M_node82node297_timber_t5,1.0,node82transit_node297exit
M_node84node372_timber_t2,1.0,node84transit_node372source
M_node84node372_timber_t3,1.0,node84transit_node372source
M_node84node372_timber_t4,1.0,node84transit_node372source
M_node84node379_timber_t2,1.0,node84transit_node379source
M_node84node379_timber_t3,1.0,node84transit_node379source
M_node84node379_timber_t4,1.0,node84transit_node379source
M_node85node380_timber_t2,1.0,node85transit_node380source
M_node85node380_timber_t3,1.0,node85transit_node380source
M_node85node380_timber_t4,1.0,node85transit_node380source
M_node85node388_wide_t5,1.0,node85transit_node388source
M_node88node143_timber_t2,1.0,node88transit_node143exit
M_node88node143_timber_t3,1.0,node88transit_node143exit
M_node88node143_timber_t4,1.0,node88transit_node143exit
M_node88node143_timber_t5,1.0,node88transit_node143exit
M_node88node423_timber_t2,1.0,node88transit_node423source
M_node88node423_timber_t3,1.0,node88transit_node423source
M_node88node423_timber_t4,1.0,node88transit_node423source
M_node89node107_timber_t2,1.0,node89exit_node107transit
M_node89node107_timber_t3,1.0,node89exit_node107transit
M_node89node107_timber_t4,1.0,node89exit_node107transit
M_node89node107_timber_t5,1.0,node89exit_node107transit
M_node89node368_timber_t2,1.0,node89exit_node368source
M_node89node368_timber_t3,1.0,node89exit_node368source
M_node89node368_timber_t4,1.0,node89exit_node368source
M_node89node368_timber_t5,1.0,node89exit_node368source
M_node91node190_timber_t4,1.0,node91transit_node190exit
M_node91node190_timber_t5,1.0,node91transit_node190exit
M_node91node433_timber_t2,1.0,node91transit_node433source
M_node91node433_wide_t4,1.0,node91transit_node433source
M_node91node433_wide_t5,1.0,node91transit_node433source
M_node94node437_wide_t4,1.0,node94transit_node437source
M_node94node438_timber_t4,1.0,node94transit_node438source
M_node94node438_timber_t5,1.0,node94transit_node438source
M_node95node371_timber_t2,1.0,node95transit_node371source
M_node96node368_timber_t2,1.0,node96transit_node368source
M_node96node368_timber_t3,1.0,node96transit_node368source
M_node96node368_timber_t4,1.0,node96transit_node368source
M_node96node370_timber_t2,1.0,node96transit_node370source
M_node96node370_wide_t4,1.0,node96transit_node370source
M_node96node370_wide_t5,1.0,node96transit_node370source
M_node100node435_timber_t3,1.0,node100transit_node435source
M_node100node435_wide_t5,1.0,node100transit_node435source
M_node101node149_timber_t2,1.0,node101transit_node149transit
M_node101node149_timber_t3,1.0,node101transit_node149transit
M_node101node149_timber_t4,1.0,node101transit_node149transit
M_node101node149_timber_t5,1.0,node101transit_node149transit
M_node101node185_timber_t2,1.0,node101transit_node185exit
M_node101node185_timber_t3,1.0,node101transit_node185exit
M_node101node185_timber_t4,1.0,node101transit_node185exit
M_node101node185_timber_t5,1.0,node101transit_node185exit
M_node101node431_timber_t2,1.0,node101transit_node431source
M_node101node431_timber_t3,1.0,node101transit_node431source
M_node101node431_wide_t5,1.0,node101transit_node431source
M_node105node283_timber_t2,1.0,node105transit_node283exit
M_node105node283_timber_t3,1.0,node105transit_node283exit
M_node105node283_timber_t4,1.0,node105transit_node283exit
M_node105node283_timber_t5,1.0,node105transit_node283exit
M_node105node372_timber_t2,1.0,node105transit_node372source
